onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	267	12	n/a	660.0	12.0	n/a	garter/garter_12s.jpg
7.5	0.5	test	436	13	71.0	1094.0	14.0	n/a	pacifier/pacifier_14s.jpg
12.0	0.5	exp	692	12	n/a	1779.0	12.0	n/a	walnut/walnut_12n.jpg
16.5	0.5	exp	111	12	n/a	254.0	12.0	n/a	candle/candle_12n.jpg
21.0	0.5	catch	721	38	n/a	n/a	n/a	0.73	catch038.jpg
25.5	0.5	exp	478	12	n/a	1202.0	12.0	n/a	pliers/pliers_12s.jpg
30.0	0.5	test	191	13	32.0	459.0	16.0	n/a	cufflink/cufflink_16s.jpg
34.5	0.5	exp	424	12	n/a	1062.0	12.0	n/a	noodle/noodle_12s.jpg
39.0	0.5	exp	211	12	n/a	506.0	12.0	n/a	donut/donut_12s.jpg
43.5	0.5	exp	339	12	n/a	861.0	12.0	n/a	kale/kale_12s.jpg
48.0	0.5	exp	191	12	n/a	459.0	12.0	n/a	cufflink/cufflink_12s.jpg
52.5	0.5	test	384	13	64.0	967.0	13.0	n/a	mango/mango_13s.jpg
57.0	0.5	test	341	13	59.0	865.0	14.0	n/a	kazoo/kazoo_14s.jpg
61.5	0.5	exp	361	12	n/a	915.0	12.0	n/a	lemon/lemon_12s.jpg
66.0	0.5	exp	447	12	n/a	1119.0	12.0	n/a	parachute/parachute_12s.jpg
70.5	0.5	exp	81	12	n/a	190.0	12.0	n/a	bracket/bracket_12s.jpg
75.0	0.5	exp	697	12	n/a	1786.0	12.0	n/a	wasp/wasp_12s.jpg
79.5	0.5	exp	13	12	n/a	27.0	12.0	n/a	antelope/antelope_12n.jpg
84.0	0.5	catch	721	13	n/a	n/a	n/a	0.823	catch013.jpg
88.5	0.5	exp	357	12	n/a	909.0	12.0	n/a	lectern/lectern_12s.jpg
93.0	0.5	exp	483	12	n/a	1213.0	12.0	n/a	polaroid/polaroid_12s.jpg
97.5	0.5	test	345	13	61.0	874.0	14.0	n/a	kimono/kimono_14s.jpg
102.0	0.5	exp	242	12	n/a	580.0	12.0	n/a	ferris_wheel/ferris_wheel_12s.jpg
106.5	0.5	exp	46	12	n/a	114.0	12.0	n/a	beer/beer_12s.jpg
111.0	0.5	exp	114	12	n/a	259.0	12.0	n/a	cane/cane_12s.jpg
115.5	0.5	exp	165	12	n/a	396.0	12.0	n/a	computer_screen/computer_screen_12s.jpg
120.0	0.5	exp	497	12	n/a	1242.0	12.0	n/a	prism/prism_12s.jpg
124.5	0.5	catch	721	87	n/a	n/a	n/a	0.775	catch087.jpg
129.0	0.5	exp	665	12	n/a	1707.0	12.0	n/a	treadmill/treadmill_12n.jpg
133.5	0.5	exp	262	12	n/a	648.0	12.0	n/a	fudge/fudge_12s.jpg
138.0	0.5	catch	721	30	n/a	n/a	n/a	0.756	catch030.jpg
142.5	0.5	exp	581	12	n/a	1494.0	12.0	n/a	solar_panel/solar_panel_12s.jpg
147.0	0.5	exp	612	12	n/a	1581.0	12.0	n/a	suit/suit_12s.jpg
151.5	0.5	catch	721	78	n/a	n/a	n/a	0.783	catch078.jpg
156.0	0.5	test	216	13	37.0	517.0	13.0	n/a	drawer/drawer_13s.jpg
160.5	0.5	exp	505	12	n/a	1266.0	12.0	n/a	rabbit/rabbit_12n.jpg
165.0	0.5	test	635	13	90.0	1642.0	14.0	n/a	television/television_14n.jpg
169.5	0.5	exp	536	12	n/a	1351.0	12.0	n/a	saltshaker/saltshaker_12s.jpg
174.0	0.5	exp	285	12	n/a	707.0	12.0	n/a	grasshopper/grasshopper_12s.jpg
178.5	0.5	exp	131	12	n/a	303.0	12.0	n/a	chalk/chalk_12s.jpg
183.0	0.5	test	176	13	29.0	427.0	16.0	n/a	cow/cow_16n.jpg
187.5	0.5	exp	514	12	n/a	1288.0	12.0	n/a	rattle/rattle_12s.jpg
192.0	0.5	exp	668	12	n/a	1720.0	12.0	n/a	trowel/trowel_12s.jpg
196.5	0.5	exp	76	12	n/a	183.0	12.0	n/a	boxer_shorts/boxer_shorts_12s.jpg
201.0	0.5	exp	55	12	n/a	131.0	12.0	n/a	birdcage/birdcage_12s.jpg
205.5	0.5	exp	261	12	n/a	645.0	12.0	n/a	frog/frog_12s.jpg
210.0	0.5	catch	721	98	n/a	n/a	n/a	0.828	catch098.jpg
